Table Name,Column Name,Data Type,Nullable,Length,Precision,Scale,Default,Comments
"report_other_expense","certificate_file_path","VARCHAR2","Y","255",,,,
"report_transportation","transport_id","NUMBER","N","22",,"0",,
"report_transportation","form_id","NUMBER","Y","22",,"0",,
"report_transportation","type","VARCHAR2","Y","255",,,,
"report_transportation","from_place","VARCHAR2","Y","255",,,,
"report_transportation","to_place","VARCHAR2","Y","255",,,,
"report_transportation","date","DATE","Y","7",,,,
"report_transportation","amount","FLOAT","Y","22","126",,,
"report_transportation","receipt_file_path","VARCHAR2","Y","255",,,,
"report_traveller","traveler_id","NUMBER","N","22",,"0",,
"report_traveller","report_id","NUMBER","N","22",,"0",,
"report_traveller","name","VARCHAR2","Y","255",,,,
"report_traveller","position","VARCHAR2","Y","255",,,,
"report_traveller","level","VARCHAR2","Y","255",,,,
"report_traveller","type","VARCHAR2","Y","255",,,,
"report_traveller","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"report_traveller","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"report_traveller","traveller_code","VARCHAR2","Y","255",,,,
"report_traveller_form","form_id","NUMBER","N","22",,"0",,
"report_traveller_form","traveler_id","NUMBER","N","22",,"0",,
"report_traveller_form","report_id","NUMBER","N","22",,"0",,
"report_traveller_form","job","VARCHAR2","Y","255",,,,
"report_traveller_form","department","VARCHAR2","Y","255",,,,
"report_traveller_form","date","DATE","Y","7",,,,
"report_traveller_form","travel_order","VARCHAR2","Y","255",,,,
"report_traveller_form","travel_order_date","DATE","Y","7",,,,
"report_traveller_form","companions","VARCHAR2","Y","255",,,,
"report_traveller_form","destination","VARCHAR2","Y","255",,,,
"report_traveller_form","location","VARCHAR2","Y","255",,,,
"report_traveller_form","departure_place","VARCHAR2","Y","255",,,,
"report_traveller_form","departure_date","DATE","Y","7",,,,
"report_traveller_form","departure_time","VARCHAR2","Y","255",,,,
"report_traveller_form","return_place","VARCHAR2","Y","255",,,,
"report_traveller_form","return_date","DATE","Y","7",,,,
"report_traveller_form","return_time","VARCHAR2","Y","255",,,,
"report_traveller_form","total_time","VARCHAR2","Y","255",,,,
"report_traveller_form","travel_details","VARCHAR2","Y","255",,,,
"report_traveller_form","gran_total","FLOAT","Y","22","126",,,
"report_traveller_form","request_approve_amount","FLOAT","Y","22","126",,,
"report_traveller_form","remain_amount","FLOAT","Y","22","126",,,
"report_traveller_form","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"report_traveller_form","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"sessions","id","NUMBER","N","22",,"0",,
"sessions","token","VARCHAR2","N","255",,,,
"sessions","device_info","VARCHAR2","Y","255",,,,
"sessions","ip_address","VARCHAR2","Y","255",,,,
"sessions","is_active","NUMBER","Y","22","1","0","'1' ",
"sessions","expires_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","N","11",,"6",,
"sessions","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"sessions","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"sessions","employee_code","VARCHAR2","Y","255",,,,
"sessions","employee_name","VARCHAR2","Y","255",,,,
"users","id","NUMBER","N","22",,"0",,
"users","email","VARCHAR2","N","255",,,,
"users","password","VARCHAR2","N","255",,,,
"users","full_name","VARCHAR2","N","255",,,,
"users","role","VARCHAR2","Y","20",,,"'user'",
"users","is_active","NUMBER","Y","22","1","0","'1' ",
"users","refresh_token","VARCHAR2","Y","255",,,,
"users","login_attempts","NUMBER","Y","22",,"0","'0'",
"users","lock_until","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6",,
"users","password_reset_token","VARCHAR2","Y","255",,,,
"users","password_reset_expires","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6",,
"users","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"users","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"users","employee_code","VARCHAR2","Y","255",,,,
